token,label,start_char,end_char,context
one afternoon,TIME,42,55,"""I'll never remember this,"" Ron burst out one afternoon, throwing down his quill and looking longingly out of the library window."
first,ORDINAL,11,16,It was the first really fine day they'd had in months.
months,DATE,47,53,It was the first really fine day they'd had in months.
summer,DATE,79,85,"The sky was a clear, forget-me-not blue, and there was a feeling in the air of summer coming."
Harry,PERSON,0,5,"Harry, who was looking up ""Dittany"" in One Thousand Magical Herbs and Fungi, didn't look up until he heard Ron say, ""Hagrid!"
Dittany,WORK_OF_ART,27,34,"Harry, who was looking up ""Dittany"" in One Thousand Magical Herbs and Fungi, didn't look up until he heard Ron say, ""Hagrid!"
One Thousand,QUANTITY,39,51,"Harry, who was looking up ""Dittany"" in One Thousand Magical Herbs and Fungi, didn't look up until he heard Ron say, ""Hagrid!"
Fungi,ORG,70,75,"Harry, who was looking up ""Dittany"" in One Thousand Magical Herbs and Fungi, didn't look up until he heard Ron say, ""Hagrid!"
Ron,PERSON,107,110,"Harry, who was looking up ""Dittany"" in One Thousand Magical Herbs and Fungi, didn't look up until he heard Ron say, ""Hagrid!"
Hagrid,PERSON,117,123,"Harry, who was looking up ""Dittany"" in One Thousand Magical Herbs and Fungi, didn't look up until he heard Ron say, ""Hagrid!"
Hagrid,ORG,0,6,"Hagrid shuffled into view, hiding something behind his back."
Jus,PERSON,1,4,"""Jus' lookin',"" he said, in a shifty voice that got their interest at once."
Nicolas Flamel,PERSON,27,41,"""Yer not still lookin' fer Nicolas Flamel, are yeh?"""
ages ago,DATE,28,36,"""Oh, we found out who he is ages ago,"" said Ron impressively."
Ron,PERSON,44,47,"""Oh, we found out who he is ages ago,"" said Ron impressively."
Sorcerer,PERSON,46,54,"""And we know what that dog's guarding, it's a Sorcerer's St --"" ""Shhhh!"""
St,PERSON,57,59,"""And we know what that dog's guarding, it's a Sorcerer's St --"" ""Shhhh!"""
Hagrid,ORG,0,6,Hagrid looked around quickly to see if anyone was listening.
Don,PERSON,1,4,"""Don' go shoutin' about it, what's the matter with yeh?"""
Harry,PERSON,73,78,"""There are a few things we wanted to ask you, as a matter of fact,"" said Harry, ""about what's guarding the Stone apart from Fluffy --"" ""SHHHH!"""
Fluffy,ORG,124,130,"""There are a few things we wanted to ask you, as a matter of fact,"" said Harry, ""about what's guarding the Stone apart from Fluffy --"" ""SHHHH!"""
Hagrid,PERSON,5,11,said Hagrid again.
Harry,PERSON,60,65,"They'll think I've told yeh --"" ""See you later, then,"" said Harry."
Hagrid,PERSON,0,6,Hagrid shuffled off.
Hermione,PERSON,5,13,said Hermione thoughtfully.
Ron,PERSON,48,51,"""I'm going to see what section he was in,"" said Ron, who'd had enough of working."
a minute later,TIME,13,27,He came back a minute later with a pile of books in his arms and slammed them down on the table.
Hagrid,PERSON,1,7,"""Hagrid was looking up stuff about dragons!"
Dragon Species of Great Britain,ORG,15,46,"Look at these: Dragon Species of Great Britain and Ireland; From Egg to Inferno, A Dragon Keeper's Guide."""
Ireland,GPE,51,58,"Look at these: Dragon Species of Great Britain and Ireland; From Egg to Inferno, A Dragon Keeper's Guide."""
Inferno,GPE,72,79,"Look at these: Dragon Species of Great Britain and Ireland; From Egg to Inferno, A Dragon Keeper's Guide."""
Dragon Keeper's Guide,WORK_OF_ART,83,104,"Look at these: Dragon Species of Great Britain and Ireland; From Egg to Inferno, A Dragon Keeper's Guide."""
Hagrid,PERSON,1,7,"""Hagrid's always wanted a dragon, he told me so the first time I ever met him, "" said Harry."
first,ORDINAL,52,57,"""Hagrid's always wanted a dragon, he told me so the first time I ever met him, "" said Harry."
Harry,PERSON,86,91,"""Hagrid's always wanted a dragon, he told me so the first time I ever met him, "" said Harry."
Ron,PERSON,34,37,"""But it's against our laws,"" said Ron."
the Warlocks' Convention of 1709,WORK_OF_ART,33,65,"""Dragon breeding was outlawed by the Warlocks' Convention of 1709, everyone knows that."
Charlie,PERSON,25,32,"You should see the burns Charlie's got off wild ones in Romania."""
Romania,GPE,56,63,"You should see the burns Charlie's got off wild ones in Romania."""
Britain,GPE,34,41,"""But there aren't wild dragons in Britain?"""
Harry,PERSON,5,10,said Harry.
Ron,PERSON,28,31,"""Of course there are,"" said Ron."
Welsh Green,PERSON,8,19,"""Common Welsh Green and Hebridean Blacks."
Hebridean Blacks,PERSON,24,40,"""Common Welsh Green and Hebridean Blacks."
The Ministry of Magic,ORG,0,21,"The Ministry of Magic has a job hushing them up, I can tell you."
Hagrid,PERSON,19,25,"""So what on earths Hagrid up to?"""
Hermione,PERSON,5,13,said Hermione.
an hour later,TIME,54,67,"When they knocked on the door of the gamekeeper's hut an hour later, they were surprised to see that all the curtains were closed."
Hagrid,ORG,0,6,"Hagrid called ""Who is it?"""
Hagrid,ORG,0,6,"Hagrid made them tea and offered them stoat sandwiches, which they refused."
Harry,PERSON,12,17,"""Yes,"" said Harry."
Fluffy,ORG,88,94,"""We were wondering if you could tell us what's guarding the Sorcerer's Stone apart from Fluffy."""
Hagrid,ORG,0,6,Hagrid frowned at him.
one,CARDINAL,8,11,"""Number one, I don' know meself."
two,CARDINAL,7,10,"Number two, yeh know too much already, so I wouldn' tell yeh if I could."
Gringotts,LOC,27,36,It Was almost stolen outta Gringotts - I s'ppose yeh've worked that out an' all?
s'ppose,ORG,41,48,It Was almost stolen outta Gringotts - I s'ppose yeh've worked that out an' all?
Fluffy,ORG,33,39,"Beats me how yeh even know abou' Fluffy."""
Hagrid,PERSON,14,20,"""Oh, come on, Hagrid, you might not want to tell us, but you do know, you know everything that goes on round here,"" said Hermione in a warm, flattering voice."
Hermione,PERSON,121,129,"""Oh, come on, Hagrid, you might not want to tell us, but you do know, you know everything that goes on round here,"" said Hermione in a warm, flattering voice."
Hagrid,ORG,0,6,Hagrid's beard twitched and they could tell he was smiling.
Hermione,PERSON,0,8,Hermione went on.
Dumbledore,PERSON,17,27,"""We wondered who Dumbledore had trusted enough to help him, apart from you."""
Hagrid,ORG,0,6,Hagrid's chest swelled at these last words.
Harry,PERSON,0,5,Harry and Ron beamed at Hermione.
Ron,PERSON,10,13,Harry and Ron beamed at Hermione.
Hermione,PERSON,24,32,Harry and Ron beamed at Hermione.
s'pose,ORG,14,20,"""Well, I don' s'pose it could hurt ter tell yeh that... let's see... he borrowed Fluffy from me... then some o' the teachers did enchantments..."
Fluffy,PERSON,81,87,"""Well, I don' s'pose it could hurt ter tell yeh that... let's see... he borrowed Fluffy from me... then some o' the teachers did enchantments..."
Flitwick,PERSON,30,38,"Professor Sprout -- Professor Flitwick -- Professor McGonagall --"" he ticked them off on his fingers, ""Professor Quirrell -- an' Dumbledore himself did somethin', o' course."
McGonagall,PERSON,52,62,"Professor Sprout -- Professor Flitwick -- Professor McGonagall --"" he ticked them off on his fingers, ""Professor Quirrell -- an' Dumbledore himself did somethin', o' course."
Quirrell,PERSON,113,121,"Professor Sprout -- Professor Flitwick -- Professor McGonagall --"" he ticked them off on his fingers, ""Professor Quirrell -- an' Dumbledore himself did somethin', o' course."
Dumbledore,PERSON,129,139,"Professor Sprout -- Professor Flitwick -- Professor McGonagall --"" he ticked them off on his fingers, ""Professor Quirrell -- an' Dumbledore himself did somethin', o' course."
Snape,PERSON,19,24,"Oh yeah, Professor Snape."""
Snape,PERSON,1,6,"""Snape?"""
Snape,PERSON,6,11,"Look, Snape helped protect the Stone, he's not about ter steal it."""
Stone,PERSON,31,36,"Look, Snape helped protect the Stone, he's not about ter steal it."""
Harry,PERSON,0,5,Harry knew Ron and Hermione were thinking the same as he was.
Ron,PERSON,11,14,Harry knew Ron and Hermione were thinking the same as he was.
Hermione,PERSON,19,27,Harry knew Ron and Hermione were thinking the same as he was.
Snape,PERSON,3,8,"If Snape had been in on protecting the Stone, it must have been easy to find out how the other teachers had guarded it."
Quirrell,ORG,50,58,"He probably knew everything -- except, it seemed, Quirrell's spell and how to get past Fluffy."
Fluffy,ORG,87,93,"He probably knew everything -- except, it seemed, Quirrell's spell and how to get past Fluffy."
Fluffy,ORG,47,53,"""You're the only one who knows how to get past Fluffy."
Hagrid,PERSON,12,18,"aren't you, Hagrid?"""
Harry,PERSON,5,10,said Harry anxiously.
one,CARDINAL,9,12,"Not even one of the teachers?"""
Dumbledore,PERSON,32,42,"""Not a soul knows except me an' Dumbledore,"" said Hagrid proudly."
Hagrid,PERSON,50,56,"""Not a soul knows except me an' Dumbledore,"" said Hagrid proudly."
Harry,PERSON,26,31,"""Well, that's something,"" Harry muttered to the others."
Hagrid,PERSON,1,7,"""Hagrid, can we have a window open?"
Harry,PERSON,8,13,"""Can't, Harry, sorry,"" said Hagrid."
Hagrid,PERSON,28,34,"""Can't, Harry, sorry,"" said Hagrid."
Harry,PERSON,0,5,Harry noticed him glance at the fire.
Harry,PERSON,0,5,"Harry looked at it, too."
Hagrid,PERSON,1,7,"""Hagrid -- what's that?"""
Hagrid,PERSON,11,17,"""Ah,"" said Hagrid, fiddling nervously with his beard, ""That's er..."" ""Where did you get it, Hagrid?"""
Hagrid,PERSON,92,98,"""Ah,"" said Hagrid, fiddling nervously with his beard, ""That's er..."" ""Where did you get it, Hagrid?"""
Ron,PERSON,5,8,"said Ron, crouching over the fire to get a closer look at the egg."
Hagrid,PERSON,15,21,"""Won it,"" said Hagrid."
Las,PERSON,1,4,"""Las' night."
Hermione,PERSON,5,13,said Hermione.
Hagrid,PERSON,42,48,"""Well, I've bin doin' some readin' , said Hagrid, pulling a large book from under his pillow."
Dragon Breeding,ORG,31,46,"""Got this outta the library -- Dragon Breeding for Pleasure and Profit -- it's a bit outta date, o' course, but it's all in here."
every half hour,TIME,145,160,"Keep the egg in the fire, 'cause their mothers breathe on I em, see, an' when it hatches, feed it on a bucket o' brandy mixed with chicken blood every half hour."
Norwegian,NORP,73,82,An' see here -- how ter recognize diff'rent eggs -- what I got there's a Norwegian Ridgeback.
Ridgeback,NORP,83,92,An' see here -- how ter recognize diff'rent eggs -- what I got there's a Norwegian Ridgeback.
Hermione,PERSON,41,49,"He looked very pleased with himself, but Hermione didn't."
Hagrid,PERSON,1,7,"""Hagrid, you live in a wooden house,"" she said."
Hagrid,PERSON,4,10,But Hagrid wasn't listening.
Hagrid,PERSON,68,74,So now they had something else to worry about: what might happen to Hagrid if anyone found out he was hiding an illegal dragon in his hut.
Ron,PERSON,49,52,"""Wonder what it's like to have a peaceful life,"" Ron sighed, as evening after evening they struggled through all the extra homework they were getting."
Hermione,PERSON,0,8,"Hermione had now started making study schedules for Harry and Ron, too."
Harry,PERSON,52,57,"Hermione had now started making study schedules for Harry and Ron, too."
Ron,PERSON,62,65,"Hermione had now started making study schedules for Harry and Ron, too."
one,CARDINAL,6,9,"Then, one breakfast time, Hedwig brought Harry another note from Hagrid."
Hedwig,PERSON,26,32,"Then, one breakfast time, Hedwig brought Harry another note from Hagrid."
Harry,PERSON,41,46,"Then, one breakfast time, Hedwig brought Harry another note from Hagrid."
Hagrid,PERSON,65,71,"Then, one breakfast time, Hedwig brought Harry another note from Hagrid."
only two,CARDINAL,15,23,He had written only two words: It's hatching.
Ron,PERSON,0,3,Ron wanted to skip Herbology and go straight down to the hut.
Hermione,ORG,0,8,Hermione wouldn't hear of it.
Hermione,PERSON,1,9,"""Hermione, how many times in our lives are we going to see a dragon hatching?"""
Hagrid,PERSON,71,77,"""We've got lessons, we'll get into trouble, and that's nothing to what Hagrid's going to be in when someone finds out what he's doing --"" ""Shut up!"""
Harry,PERSON,0,5,Harry whispered.
Malfoy,ORG,0,6,Malfoy was only a few feet away and he had stopped dead to listen.
only a few feet,QUANTITY,11,26,Malfoy was only a few feet away and he had stopped dead to listen.
Harry,PERSON,0,5,Harry didn't like the look on Malfoy's face at all.
Malfoy,ORG,30,36,Harry didn't like the look on Malfoy's face at all.
Ron,PERSON,0,3,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break."
Hermione,PERSON,8,16,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break."
Hermione,PERSON,65,73,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break."
Hagrid,PERSON,96,102,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break."
two,CARDINAL,120,123,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break."
morning,TIME,131,138,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break."
three,CARDINAL,70,75,"When the bell sounded from the castle at the end of their lesson, the three of them dropped their trowels at once and hurried through the grounds to the edge of the forest."
Harry,PERSON,26,31,"It wasn't exactly pretty; Harry thought it looked like a crumpled, black umbrella."
Hagrid,ORG,0,6,Hagrid murmured.
Hagrid,PERSON,5,11,said Hagrid.
Hagrid,PERSON,1,7,"""Hagrid,"" said Hermione, ""how fast do Norwegian Ridgebacks grow, exactly?"""
Hermione,PERSON,15,23,"""Hagrid,"" said Hermione, ""how fast do Norwegian Ridgebacks grow, exactly?"""
Norwegian,NORP,38,47,"""Hagrid,"" said Hermione, ""how fast do Norwegian Ridgebacks grow, exactly?"""
Hagrid,ORG,0,6,Hagrid was about to answer when the color suddenly drained from his face -- he leapt to his feet and ran to the window.
Harry,PERSON,0,5,Harry bolted to the door and looked out.
Malfoy,ORG,0,6,Malfoy had seen the dragon.
Malfoy,ORG,37,43,"Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous."
the next week,DATE,58,71,"Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous."
Harry,PERSON,77,82,"Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous."
Ron,PERSON,84,87,"Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous."
Hermione,PERSON,93,101,"Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous."
Hagrid,PERSON,38,44,"They spent most of their free time in Hagrid's darkened hut, trying to reason with him."
Harry,PERSON,19,24,"""Just let him go,"" Harry urged."
Hagrid,PERSON,16,22,"""I can't,"" said Hagrid."
three,CARDINAL,13,18,It had grown three times in length in just a week.
just a week,DATE,38,49,It had grown three times in length in just a week.
Hagrid,ORG,0,6,Hagrid hadn't been doing his gamekeeping duties because the dragon was keeping him so busy.
Norbert,PERSON,26,33,"""I've decided to call him Norbert,"" said Hagrid, looking at the dragon with misty eyes."
Hagrid,PERSON,41,47,"""I've decided to call him Norbert,"" said Hagrid, looking at the dragon with misty eyes."
Norbert,PERSON,0,7,Norbert!
Norbert,PERSON,0,7,Norbert!
Mommy,PERSON,8,13,"Where's Mommy?"""
Ron,PERSON,25,28,"""He's lost his marbles,"" Ron muttered in Harry's ear."
Harry,PERSON,41,46,"""He's lost his marbles,"" Ron muttered in Harry's ear."
Hagrid,PERSON,1,7,"""Hagrid,"" said Harry loudly, ""give it two weeks and Norbert's going to be as long as your house."
Harry,PERSON,15,20,"""Hagrid,"" said Harry loudly, ""give it two weeks and Norbert's going to be as long as your house."
two weeks,DATE,38,47,"""Hagrid,"" said Harry loudly, ""give it two weeks and Norbert's going to be as long as your house."
Norbert,PERSON,52,59,"""Hagrid,"" said Harry loudly, ""give it two weeks and Norbert's going to be as long as your house."
Malfoy,ORG,0,6,"Malfoy could go to Dumbledore at any moment."""
Dumbledore,PERSON,19,29,"Malfoy could go to Dumbledore at any moment."""
Hagrid,PERSON,0,6,Hagrid bit his lip.
Harry,PERSON,0,5,Harry suddenly turned to Ron.
Ron,PERSON,25,28,Harry suddenly turned to Ron.
Charlie,PERSON,0,7,"Charlie, he said."
Ron,PERSON,30,33,"""You're losing it, too,"" said Ron."
Ron,PERSON,5,8,"""I'm Ron, remember?"""
Charlie,PERSON,7,14,"""No -- Charlie -- your brother, Charlie."
Charlie,PERSON,32,39,"""No -- Charlie -- your brother, Charlie."
Romania,GPE,3,10,In Romania.
Norbert,PERSON,14,21,We could send Norbert to him.
Charlie,PERSON,0,7,"Charlie can take care of him and then put him back in the wild!"""
Ron,PERSON,5,8,said Ron.
Hagrid,PERSON,15,21,"""How about it, Hagrid?"""
Hagrid,ORG,16,22,"And in the end, Hagrid agreed that they could send -an owl to Charlie to ask him."
Charlie,PERSON,62,69,"And in the end, Hagrid agreed that they could send -an owl to Charlie to ask him."
The following week,DATE,0,18,The following week dragged by.
Wednesday,DATE,0,9,"Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed."
night,TIME,10,15,"Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed."
Hermione,PERSON,22,30,"Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed."
Harry,PERSON,35,40,"Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed."
midnight,TIME,38,46,The clock on the wall had just chimed midnight when the portrait hole burst open.
Ron,PERSON,0,3,Ron appeared out of nowhere as he pulled off Harry's invisibility cloak.
Harry,PERSON,45,50,Ron appeared out of nowhere as he pulled off Harry's invisibility cloak.
Hagrid,ORG,20,26,"He had been down at Hagrid's hut, helping him feed Norbert, who was now eating dead rats by the crate."
Norbert,PERSON,51,58,"He had been down at Hagrid's hut, helping him feed Norbert, who was now eating dead rats by the crate."
a week,DATE,46,52,"""I'm not going to be able to hold a quill for a week."
Hagrid,PERSON,78,84,"I tell you, that dragon's the most horrible animal I've ever met, but the way Hagrid goes on about it, you'd think it was a fluffy little bunny rabbit."
Harry,PERSON,5,10,"said Harry, hurrying to let her in."
Charlie,PERSON,13,20,"""She'll have Charlie's answer!"""
three,CARDINAL,4,9,The three of them put their heads together to read the note.
Ron,PERSON,5,8,"Dear Ron, How are you?"
Norwegian,NORP,49,58,"Thanks for the letter -- I'd be glad to take the Norwegian Ridgeback, but it won't be easy getting him here."
Ridgeback,PERSON,59,68,"Thanks for the letter -- I'd be glad to take the Norwegian Ridgeback, but it won't be easy getting him here."
next week,DATE,101,110,I think the best thing will be to send him over with some friends of mine who are coming to visit me next week.
Ridgeback,PERSON,18,27,Could you get the Ridgeback up the tallest tower at midnight on Saturday?
midnight,TIME,52,60,Could you get the Ridgeback up the tallest tower at midnight on Saturday?
Saturday,DATE,64,72,Could you get the Ridgeback up the tallest tower at midnight on Saturday?
Charlie,PERSON,6,13,"Love, Charlie They looked at one another."
one,CARDINAL,29,32,"Love, Charlie They looked at one another."
Harry,PERSON,41,46,"""We've got the invisibility cloak,"" said Harry."
two,CARDINAL,73,76,"""It shouldn't be too difficult -- I think the cloaks big enough to cover two of us and Norbert."""
Norbert,PERSON,87,94,"""It shouldn't be too difficult -- I think the cloaks big enough to cover two of us and Norbert."""
the last week,DATE,25,38,It was a mark of how bad the last week had been that the other two agreed with him.
two,CARDINAL,63,66,It was a mark of how bad the last week had been that the other two agreed with him.
Norbert,PERSON,23,30,Anything to get rid of Norbert -- and Malfoy.
Malfoy,ORG,38,44,Anything to get rid of Norbert -- and Malfoy.
the next morning,TIME,3,19,"By the next morning, Ron's bitten hand had swollen to twice its usual size."
Ron,PERSON,21,24,"By the next morning, Ron's bitten hand had swollen to twice its usual size."
Pomfrey,PERSON,50,57,He didn't know whether it was safe to go to Madam Pomfrey -- would she recognize a dragon bite?
the afternoon,TIME,3,16,"By the afternoon, though, he had no choice."
Norbert,PERSON,16,23,It looked as if Norbert's fangs were poisonous.
Harry,PERSON,0,5,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed.
Hermione,PERSON,10,18,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed.
the end of the day,DATE,53,71,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed.
Ron,PERSON,80,83,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed.
Malfoy,ORG,0,6,Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me.
Pomfrey,PERSON,18,25,Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me.
one,CARDINAL,46,49,Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me.
Quidditch,PERSON,149,158,"He kept threatening to tell her what really bit me -- I've told her it was a dog, but I don't think she believes me -I shouldn't have hit him at the Quidditch match, that's why he's doing this."""
Harry,PERSON,0,5,Harry and Hermione tried to calm Ron down.
Hermione,PERSON,10,18,Harry and Hermione tried to calm Ron down.
Ron,PERSON,33,36,Harry and Hermione tried to calm Ron down.
midnight,TIME,22,30,"""It'll all be over at midnight on Saturday,"" said Hermione, but this didn't soothe Ron at all."
Saturday,DATE,34,42,"""It'll all be over at midnight on Saturday,"" said Hermione, but this didn't soothe Ron at all."
Hermione,PERSON,50,58,"""It'll all be over at midnight on Saturday,"" said Hermione, but this didn't soothe Ron at all."
Ron,PERSON,83,86,"""It'll all be over at midnight on Saturday,"" said Hermione, but this didn't soothe Ron at all."
Midnight on Saturday,WORK_OF_ART,1,21,"""Midnight on Saturday!"""
Charlie,PERSON,40,47,"""Oh no oh no -- I've just remembered -- Charlie's letter was in that book Malfoy took, he's going to know we're getting rid of Norbert."""
Malfoy,ORG,74,80,"""Oh no oh no -- I've just remembered -- Charlie's letter was in that book Malfoy took, he's going to know we're getting rid of Norbert."""
Norbert,PERSON,127,134,"""Oh no oh no -- I've just remembered -- Charlie's letter was in that book Malfoy took, he's going to know we're getting rid of Norbert."""
Harry,PERSON,0,5,Harry and Hermione didn't get a chance to answer.
Hermione,PERSON,10,18,Harry and Hermione didn't get a chance to answer.
Pomfrey,PERSON,6,13,"Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep."
Ron,PERSON,67,70,"Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep."
Harry,PERSON,40,45,"""It's too late to change the plan now,"" Harry told Hermione."
Hermione,PERSON,51,59,"""It's too late to change the plan now,"" Harry told Hermione."
Charlie,PERSON,29,36,"""We haven't got time to send Charlie another owl, and this could be our only chance to get rid of Norbert."
Norbert,PERSON,98,105,"""We haven't got time to send Charlie another owl, and this could be our only chance to get rid of Norbert."
Malfoy,ORG,40,46,"And we have got the invisibility cloak, Malfoy doesn't know about that."""
Fang,ORG,11,15,"They found Fang, the boarhound, sitting outside with a bandaged tail when they went to tell Hagrid, who opened a window to talk to them."
Hagrid,PERSON,92,98,"They found Fang, the boarhound, sitting outside with a bandaged tail when they went to tell Hagrid, who opened a window to talk to them."
Norbert,PERSON,1,8,"""Norbert's at a tricky stage -- nothin' I can't handle."""
Charlie,PERSON,25,32,"When they told him about Charlie's letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg."
Norbert,PERSON,109,116,"When they told him about Charlie's letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg."
Harry,PERSON,0,5,Harry and Hermione walked back to the castle feeling Saturday couldn't come quickly enough.
Hermione,PERSON,10,18,Harry and Hermione walked back to the castle feeling Saturday couldn't come quickly enough.
Saturday,DATE,53,61,Harry and Hermione walked back to the castle feeling Saturday couldn't come quickly enough.
Hagrid,PERSON,31,37,They would have felt sorry for Hagrid when the time came for him to say good-bye to Norbert if they hadn't been so worried about what they had to do.
Norbert,PERSON,84,91,They would have felt sorry for Hagrid when the time came for him to say good-bye to Norbert if they hadn't been so worried about what they had to do.
night,TIME,27,32,"It was a very dark, cloudy night, and they were a bit late arriving at Hagrid's hut because they'd had to wait for Peeves to get out of their way in the entrance hall, where he'd been playing tennis against the wall."
Hagrid,PERSON,71,77,"It was a very dark, cloudy night, and they were a bit late arriving at Hagrid's hut because they'd had to wait for Peeves to get out of their way in the entrance hall, where he'd been playing tennis against the wall."
Hagrid,ORG,0,6,Hagrid had Norbert packed and ready in a large crate.
Norbert,PERSON,11,18,Hagrid had Norbert packed and ready in a large crate.
Hagrid,PERSON,62,68,"""He's got lots o' rats an' some brandy fer the journey,"" said Hagrid in a muffled voice."
Harry,PERSON,58,63,From inside the crate came ripping noises that sounded to Harry as though the teddy was having his head torn off.
Norbert,PERSON,10,17,"""Bye-bye, Norbert!"""
Hagrid,ORG,0,6,"Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves."
Harry,PERSON,18,23,"Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves."
Hermione,PERSON,28,36,"Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves."
Mommy,PERSON,1,6,"""Mommy will never forget you!"""
Midnight,ORG,0,8,Midnight ticked nearer as they heaved Norbert up the marble staircase in the entrance hall and along the dark corridors.
Norbert,PERSON,38,45,Midnight ticked nearer as they heaved Norbert up the marble staircase in the entrance hall and along the dark corridors.
Harry,PERSON,50,55,"UP another staircase, then another -- even one of Harry's shortcuts didn't make the work much easier."
Harry,PERSON,0,5,Harry panted as they reached the corridor beneath the tallest tower.
two,CARDINAL,107,110,"Forgetting that they were already invisible, they shrank into the shadows, staring at the dark outlines of two people grappling with each other ten feet away."
ten feet,QUANTITY,144,152,"Forgetting that they were already invisible, they shrank into the shadows, staring at the dark outlines of two people grappling with each other ten feet away."
McGonagall,PERSON,10,20,"Professor McGonagall, in a tartan bathrobe and a hair net, had Malfoy by the ear."
Malfoy,ORG,63,69,"Professor McGonagall, in a tartan bathrobe and a hair net, had Malfoy by the ear."
twenty,CARDINAL,5,11,"""And twenty points from Slytherin!"
the middle of the night,TIME,20,43,"Wandering around in the middle of the night, how dare you --"" ""You don't understand, Professor."
Harry Potter's,PERSON,0,14,"Harry Potter's coming -- he's got a dragon!"""
Snape,PERSON,33,38,"Come on -- I shall see Professor Snape about you, Malfoy!"""
Malfoy,PERSON,50,56,"Come on -- I shall see Professor Snape about you, Malfoy!"""
night,TIME,43,48,"Not until they'd stepped out into the cold night air did they throw off the cloak, glad to be able to breathe properly again."
Hermione,PERSON,0,8,Hermione did a sort of jig.
Malfoy,ORG,1,7,"""Malfoy's got detention!"
Harry,PERSON,9,14,"""Don't,"" Harry advised her."
Malfoy,ORG,16,22,"Chuckling about Malfoy, they waited, Norbert thrashing about in his crate."
Norbert,PERSON,37,44,"Chuckling about Malfoy, they waited, Norbert thrashing about in his crate."
"About ten minutes later,",TIME,0,24,"About ten minutes later, four broomsticks came swooping down out of the darkness."
four,CARDINAL,25,29,"About ten minutes later, four broomsticks came swooping down out of the darkness."
Charlie,PERSON,0,7,Charlie's friends were a cheery lot.
Harry,PERSON,12,17,"They showed Harry and Hermione the harness they'd rigged up, so they could suspend Norbert between them."
Hermione,PERSON,22,30,"They showed Harry and Hermione the harness they'd rigged up, so they could suspend Norbert between them."
Norbert,PERSON,83,90,"They showed Harry and Hermione the harness they'd rigged up, so they could suspend Norbert between them."
Norbert,PERSON,23,30,They all helped buckle Norbert safely into it and then Harry and Hermione shook hands with the others and thanked them very much.
Harry,PERSON,55,60,They all helped buckle Norbert safely into it and then Harry and Hermione shook hands with the others and thanked them very much.
Hermione,PERSON,65,73,They all helped buckle Norbert safely into it and then Harry and Hermione shook hands with the others and thanked them very much.
Norbert,PERSON,9,16,"At last, Norbert was going... going... gone."
Norbert,PERSON,92,99,"They slipped back down the spiral staircase, their hearts as light as their hands, now that Norbert was off them."
Malfoy,ORG,18,24,No more dragon -- Malfoy in detention -- what could spoil their happiness?
Filch,ORG,35,40,"As they stepped into the corridor, Filch's face loomed suddenly out of the darkness."
CHAPTER,EVENT,0,7,CHAPTER FIFTEEN THE FORIBIDDEN FOREST Things couldn't have been worse.
FIFTEEN,CARDINAL,8,15,CHAPTER FIFTEEN THE FORIBIDDEN FOREST Things couldn't have been worse.
Professor McGonagall's,PERSON,24,46,"Filch took them down to Professor McGonagall's study on the first floor, where they sat and waited without saying a word to each other."
